id, location, age, rating, course_title, course_id, course_teacher, year_of_initiation
607, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
608, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
609, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
610, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
611, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
612, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
613, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
614, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
615, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
616, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
617, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
618, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
619, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
620, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
621, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
622, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
623, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
624, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
625, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
626, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
627, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
628, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
629, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
630, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
631, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
632, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
633, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
634, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
635, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
636, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
637, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
638, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
639, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
640, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
641, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
642, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
643, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
644, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
645, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
646, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
647, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
648, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
649, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
650, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
651, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
652, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
653, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
654, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
655, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
656, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
657, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
658, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
659, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
660, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
661, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
662, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
663, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
664, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
665, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
666, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
667, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
668, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
669, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
670, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
671, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
672, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
673, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
674, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
675, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
676, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
677, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
678, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
679, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
680, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
681, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
682, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
683, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
684, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
685, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
686, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
687, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
688, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
689, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
690, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
691, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
692, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
693, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
694, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
695, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
696, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
697, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
698, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
699, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
700, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
701, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
702, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
703, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
704, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
705, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
706, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
707, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
708, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
709, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
710, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
711, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
712, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
713, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
714, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
715, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
716, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
717, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
718, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
719, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
720, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
721, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
722, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
723, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
724, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
725, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
726, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
727, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
728, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
729, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
730, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
731, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
732, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
733, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
734, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
735, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
736, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
737, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
738, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
739, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
740, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
741, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
742, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
743, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
744, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
745, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
746, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
747, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
748, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
749, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
750, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
751, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
752, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
753, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
754, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
755, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
756, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
757, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
758, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
759, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
760, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
761, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
762, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
763, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
764, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
765, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
766, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
767, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
768, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
769, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
770, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
771, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
772, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
773, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
774, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
775, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
776, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
777, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
778, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
779, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
780, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
781, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
782, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
783, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
784, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
785, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
786, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
787, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
788, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
789, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
790, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
791, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
792, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
793, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
794, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
795, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
796, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
797, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
798, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
799, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
800, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
801, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
802, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
803, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
804, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
805, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
806, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
807, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
808, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
809, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
810, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
811, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
812, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
813, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
814, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
815, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
816, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
817, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
818, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
819, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
820, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
821, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
822, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
823, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
824, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
825, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
826, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
827, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
828, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
829, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
830, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
831, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
832, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
833, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
834, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
835, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
836, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
837, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
838, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
839, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
840, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
841, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
842, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
843, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
844, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
845, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
846, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
847, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
848, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
849, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
850, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
851, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
852, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
853, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
854, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
855, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
856, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
857, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
858, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
859, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
860, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
861, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
862, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
863, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
864, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
865, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
866, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
867, Kathmandu, 37, 4.0, Introduction to Quantum Cryptography, QC101, Prof. Shrestha, 2021
868, Kathmandu, 38, 4.5, Artificial Intelligence for Healthcare, AIH201, Dr. Joshi, 2022
869, Pokhara, 18, 4.9, Data Privacy and Security, DPS301, Prof. Acharya, 2023
870, Bhaktapur, 26, 4.4, Cloud-Native Development, CND401, Dr. Shah, 2021
871, Biratnagar, 30, 4.7, Embedded Systems Design, ESD501, Prof. Basnet, 2022
872, Lalitpur, 35, 4.2, Quantum Machine Learning, QML601, Dr. Tamang, 2023
873, Bhaktapur, 32, 4.6, Human-Computer Interaction, HCI701, Prof. Thapa, 2021
874, Kathmandu, 22, 4.3, Cyber-Physical Systems, CPS901, Dr. Lama, 2022
875, Kathmandu, 18, 4.2, Introduction to Data Science, DS101, Dr. Lama, 2023
876, Kathmandu, 23, 4.5, Python Programming for Beginners, PY201, Prof. Gurung, 2022
877, Pokhara, 28, 4.7, Data Analysis with Python, DA301, Dr. Thapa, 2021
878, Nepalgunj, 32, 4.0, Machine Learning Applications, ML401, Prof. Bhattarai, 2022
879, Biratnagar, 24, 4.8, Web Development with JavaScript, WD501, Dr. Subedi, 2023
880, Lalitpur, 26, 4.6, Introduction to Cybersecurity, CS601, Prof. Gautam, 2021
881, Bhaktapur, 29, 4.3, Deep Learning Fundamentals, DL701, Dr. Khadka, 2022
882, Kathmandu, 17, 4.6, Artificial Intelligence Ethics, AI801, Prof. Shrestha, 2023
883, Kathmandu, 22, 4.1, Natural Language Processing, NLP901, Dr. Joshi, 2021
884, Pokhara, 30, 4.9, Computer Vision Basics, CV1001, Prof. Acharya, 2022
885, Bhaktapur, 35, 4.4, Introduction to Blockchain, BC101, Dr. Shah, 2023
886, Biratnagar, 19, 4.7, Introduction to Cloud Computing, CC201, Prof. Basnet, 2021
887, Lalitpur, 21, 4.5, Data Mining Techniques, DM301, Dr. Tamang, 2022
888, Bhaktapur, 27, 4.2, Internet of Things Fundamentals, IoT401, Prof. Thapa, 2023
889, Kathmandu, 36, 4.8, Software Engineering Principles, SE501, Dr. Lama, 2021
890, Kathmandu, 37, 4.3, Big Data Analytics, BDA601, Prof. Gurung, 2022
891, Pokhara, 31, 4.6, Cloud Security Fundamentals, CSF701, Dr. Thapa, 2023
892, Bhaktapur, 38, 4.0, DevOps Essentials, DO901, Prof. Bhattarai, 2021
893, Biratnagar, 33, 4.5, UX/UI Design Principles, UXD101, Dr. Subedi, 2022
894, Lalitpur, 20, 4.2, Agile Methodologies, AM201, Prof. Gautam, 2023
895, Bhaktapur, 25, 4.7, Data Warehousing Concepts, DWC301, Dr. Khadka, 2021
896, Kathmandu, 28, 4.9, Ethical Hacking Techniques, EHT401, Prof. Shrestha, 2022
897, Pokhara, 34, 4.4, Mobile App Development, MAD501, Dr. Joshi, 2023
898, Lalitpur, 39, 4.8, Quantum Computing Fundamentals, QCF601, Prof. Acharya, 2021
899, Kathmandu, 16, 4.3, Robotics and Automation, RA701, Dr. Shah, 2022
900, Biratnagar, 24, 4.6, Introduction to 5G Technology, 5GT801, Prof. Basnet, 2023
901, Lalitpur, 29, 4.1, Game Development Basics, GDB901, Dr. Tamang, 2021
902, Bhaktapur, 31, 4.7, Virtual Reality Fundamentals, VRF101, Prof. Thapa, 2022
903, Kathmandu, 20, 4.5, Cryptocurrency Fundamentals, CF201, Dr. Lama, 2023
904, Kathmandu, 22, 4.2, Network Security Principles, NSP301, Prof. Gurung, 2021
905, Pokhara, 37, 4.9, Augmented Reality Applications, ARA401, Dr. Thapa, 2022
906, Bhaktapur, 38, 4.4, Data Science Capstone Project, DSC501, Prof. Bhattarai, 2023
907, Biratnagar, 19, 4.7, Cloud-Native Architecture, CNA601, Dr. Subedi, 2021
908, Lalitpur, 23, 4.3, Database Management Systems, DBMS701, Prof. Gautam, 2022
909, Bhaktapur, 25, 4.8, Parallel Computing Concepts, PCC901, Dr. Khadka, 2023
